text,in_reply,quoted_text,is_sarcastic
Delator diz que Humberto Costa recebeu propina no Ministério da Saúde https://t.co/EQBtCL2kcX #sqn,,,1
O farão da festa... #sqn hehehe em Crei Benjamim Gomes Maranhão https://t.co/el6ulCjkuQ,,,1
"meu balanço:
a oposição não soube emparedar Moro - fazer 6, 8, 10 perguntas de uma vez só serve pra ele não responder nenhuma e para fazer lives dos parlamentares ""dando calor"" #SQN - a direita sequestrou novamente a verdade dos fatos - vamos ver a edição do JN de hoje... +",,,1
Tem uma sexta na minha quarta! #sqn,,,1
"@LulaMarques @ggreenwald @TheInterceptBr @davidmirandario @jeanwyllys_real Acabou a mamaaaaaaaaata!!!!
#sqn","@ggreenwald @TheInterceptBr @davidmirandario @jeanwyllys_real O primo do Carluxo na CCJ do Senado!
Fotos Lula Marques https://t.co/1AhWcnIEKk",,1
@CGuedes1906 #sqn renan o colhecionador de processos 🤣🤣🤣🤣🤣🤣,#RatoMoroTaMelindrado Renan Calheiros deixou Moro apavorado! https://t.co/uVnpEwnq1S,,1
"Governo ""democrático"" #sqn
‘Bolsonaro fecha Congresso com a caneta e institui República Bolsonariana’, diz Padilha - https://t.co/Y8SRzsGVpS",,,1
"@GenJuarezCunha ""Excelentes resultados"", como por exemplo cobrar 240,00 para transportar uma caixa com 1,5kg de BsB para MG. Muito bom. Excelentes resultados. #sqn","Caros amigos! Hoje me afasto dos Correios. Foram 7 meses de alegria, obtivemos excelentes resultados, conduzimos a recuperação da Empresa e fizemos grandes amigos. Saldo muito positivo e a certeza que vocês continuarão no cumprimento da missão. Um abraço a todos!",,1
"@hvwerneck @CellyM21 Eu tenho q ser forte, aguentei 2 partos normais né possível q vou amarelar 🤫😂duvido 😂 vou tirar de letra 😂
#sqn
#cunamão","@Jaque_Bonan @CellyM21 Ela tá me falando aqui, eu to fora Kkkkkkkkkkkkkkk",,1
"Véspera de feriado, e nós tá como?
Só na sensualidade! - sqn
.
.
Atenciosamente
Fellipe Barroso
.
.
#carrara #estilocarrara #sexy #sqn https://t.co/sz52isKWm3",,,1
@bobjackk Eu queria acordar e descobrir q td isso era apenas um pesadelo...#SQN,"- Você tem o Certificado ISO90017 de babaquice??
- Pera aí que eu te mostro:
https://t.co/KFHU8f5LzX",,1
"@EduardoBraga_AM
@OmarAzizPSD
@PlinioValerio45
PARABÉNS, SENADORES! OBRIGADO POR SEREM ""FAVORÁVEIS"" À SEGURANÇA DOS BRASILEIROS DE BEM! #SQN🇧🇷
#PresidenteJairBolsonaro🇧🇷
#ArmasPelaVida🇧🇷
#Dia30EuVou🇧🇷 https://t.co/X5PY9ZrfaJ",,,1
"@ConversaAfiada Então antes dele nada funcionava na PF e mesmo assim ele executou a LJ. PF e PRF sem helicópteros, aviões, viaturas... Mas agora com S. Moro MJ tudo irá ""andar""... 😎 #sqn
#DesMOROnando
#InMoroWeNoTrust
#RenunciaMoro
#NovaEleiçãoPresidencialJá","Quero dar pernas à Polícia Federal
- Moro no Senado https://t.co/V4blwd4MXE",,1
@JornalOGlobo E a Bíblia garante a matança ~ vai ter pastor dizendo isso com um jeitinho cristão #sqn.,Governo mira evangélicos para impedir derrubada de decretos de armas na Câmara. https://t.co/aNeelWB9Op,,1
perdi minha conta no twitter por ter menos de 13 anos 🤔 ué #sqn,,,1
"Ver o @SF_Moro  colocando esses canalhas do Congresso no chinelo #nãotempreço. Em um país sério, estes meliantes já teriam sido enquadrados. Os ""valentões"" #sqn se escondem atrás da prerrogativa do foro privilegiado. 😂",,,1
"@robertabastosn Ganhando o que ganha um juiz,  ele deve usar um Startac ainda
#sqn https://t.co/MnK5uq7tsD","""Eu compro celular barato e por isso não posso confirmar que os diálogos foram alterados"".
_Moro

#RatoMoroTaMelindrado",,1
"Brasil SEM ARMAS, mas para os bandidos elas não faltam.

Ou seja, o único direito q você tem é de morrer sem chance de defesa.

E viva os SENADORES! #sqn

A BANDIDAGEM dá pulos de alegria com esses parlamentares.

#SenadoVergonhaDoBrasil

https://t.co/6MDNEPPyVi",,,1
"@monicabergamo Você é tão inteligente #sqn o programa competiu com o jogo do Brasil, queria o que menina?","Moro derruba audiência do Ratinho.
https://t.co/VZ1GqA9Y7j",,1
"@saueraxel @folha Seria ótimo se todos concordassem e fossem pró governo. Daí ninguém apanharia da polícia, não precisaria queimar pneus, nada para chamar a atenção das autoridades... Apenas ir pra tirar foto com a polícia e bater palmas pra um governo que é acima de qq suspeita. #sqn","@anders_goulart @folha Quem está dizendo isso é você, não eu.

Eu estou falando de depredações e violência.

E agora podemos falar, novamente, de assassinatos.",,1
"@Pcavalcante84 Fala assim dele não, rapidinho chega kkkkkkkkkkkkkkkkkkkk #sqn",Ódio desse 532! Vou pegar engarrafamento pq esse kct demorou mais de 20 min pra passar....😠😠😠,,1
"Lídia sempre positiva, #sqn 😒 #ValeAPenaVerDeNovo #PorAmor https://t.co/UXdtkdPM6M",,,1
Ahhh enquanto isso aqui no Brasil...  Ah mais num grupo de Kpop passou aqui!!!  Vou pra Busan!!!  Hahahahahhaha #sqn 😂 https://t.co/fOQ5HoOLYF,,"[FANACC] Alguém viu os staffs colando uma placa no chão do parque de Busan onde o Taehyung visitou. Está escrito: “o lugar onde V do BTS tirou sua foto.”

O impacto de Kim Taehyung novamente! https://t.co/fVb5HmoP4E",1
Perfeito. Aí sim veremos quem está mentindo. Sua cliente deve ter adorado sua ideia. #SQN https://t.co/woym2Wabc6,,"Caso Neymar: Advogado de Najila Trindade quer acareação entre modelo e o jogador, diz portal
https://t.co/AKl6SsyPQV https://t.co/D6GjorAGUx",1
"@VillaMarcovilla Se fosse fácil prever o mercado assim, não seria mercado ! #VillaTrader #Sqn",Joaquim Levy pediu demissão. Guedes ficou calado. Mais uma crise. Amanhã bolsa cai e dólar sobe. Tudo produto da irresponsabilidade de uma pessoa: Jair Bolsonaro. #Levi #Bolsonaro #MarcoAntonioVilla #politica #crise,,1
Ele acha que fica mais homem a cada flexão. #SQN https://t.co/ZRRdqV9BEe,,Jair Bolsonaro paga 10 com Dória. https://t.co/3oiMpoICBm,1
@elizianegama Parabéns. Ate esse final de semana os bandidos entregarão suas armas e viveremos no paraíso da paz e harmonia!!!!! #sqn,"A sensatez venceu e o decreto das armas foi derrotado pelo #Senado. O Congresso deu o seu recado ao presidente. A função do governo é conter a violência, apaziguar o país e não estimular o ódio. A Segurança pública é dever do estado.#ArmasNão #decretonão",,1
"@suckow_edinei @alefrotabrasil Ele está certo q o lado da bandidagem solta c Foro, guardada p Toffoli, é o lado que vai tomar o poder do Presid @jairbolsonaro travando o trabalho dele. #SQN! Maia não tá sozinho na tentativa de bloquear o @governodobrasil NaçãoBrasileira. Frota colou nele(s)",@alefrotabrasil Vá a PQP @alefrotabrasil ... Traíra caroneiro!!! #DetonaTudoMoro,,1
"@monicabergamo Kkkkk....Datafolha? Noooossaaaaa, super acredito nessa pesquisa. #sqn","Alinhado com a opinião pública, Senado derruba o decreto de armas de Bolsonaro. Datafolha mostrou em abril que cresce a parcela dos brasileros que acham que a posse deve ser proibida.
https://t.co/jdP0cBe3zn",,1
tipo euzinha #sqn pq dieta ta pegando 😭 https://t.co/WRLDm7fBjz,,"Receitinhas para fazer quando você está precisando mimar o bb.

(Você é o bb) https://t.co/hkd2GYvHx3",1
"@gduvivier Vc, em teoria, deveria ser mais inteligente... #sqn

Nem na teoria e nem na prática...",deve ser triste descobrir que o seu herói implacável prendeu o lula mas morre de medo de melindrar o fhc #vazajato #Melindre #MoroMelindrosa,,1
@SenadorKajuru @YouTube Parabéns! Vamos todos reeleger vosso senador na próxima eleição. #SQN,KAJURU É A FAVOR DO POSSE DE ARMA E EXPLICA! https://t.co/9wrfM3CraX via @YouTube,,1
"@RaphaelGRDev @ibrags @gabrieldread Se resume a um jornalista americano falando sobre algo que ele não sabe (jornalista falando sobre algo que não sabe, quem diria hein? #SQN), ainda mais no Brasil.

Os juízes trabalham junto do MP em investigações. +","@petrus_augusto @ibrags @gabrieldread Intercept está cada dia mais se contorcendo fingindo que os tais vazamentos são um 'big deal'.
Até agora, só o que acontece na política e judiciário BR e em nenhum momento tem algo grave como 'prova criada'. Só querem pintar um político ai de santo",,1
@JornalOGlobo Agora o Brasil sai do atoleiro...#sqn,"VÍDEO: Depois de andar de moto e jetski, Bolsonaro arrisca flexões de braço durante agenda em SP. https://t.co/axtWzldQ1t",,1
@N_Carvalheira @analuxisto Só os melhores #sqn,"⛔ SENADORES QUE IRÃO SABATINAR O MINISTRO MORO E QUE FORAM CITADOS NA LAVA JATO:

⛔ 1) Humberto Costa

⛔ 2) Cid Gomes

⛔ 3) Eduardo Braga

⛔ 4) Antonio Anastasia

⛔ 5) Esperidião Amin

⛔ 6) Ciro Nogueira

⛔ 7) Jader Barbalho

(Diário do Brasil)",,1
"YouTube pune canal do Poder360 por divulgar vídeo de senador discursando.
Como se sabe, Google e YouTube (mesma empresa) se interessam em promover o bom jornalismo [#SQN]
 https://t.co/pYRzVj1yqR via @Poder360",,,1
@monicabergamo Claro que não é ! Normal e ex presidente bandido solto ! #sqn,Moro insiste no sensacionalismo e diz que é tudo normal.,,1
"Antes // depois
Tou a ficar o mestra da edição 🤔
#sqn 😂😂 https://t.co/S3kkg3Zvqv",,,1
"@CarlosBolsonaro Na minha opinião, a nova modalidade do jornalismo, em especial, a #redeglobo, @GloboNews é atacar o presidente.. um jornalismo de muita qualidade..  #sqn.","O novo modus operandi dos “jornalistas” e “parlamentares do sistema” passou a ser ignorar a vontade popular e dar a notícia como se estivessem representando a opinião pública, sem a menor preocupação de estarem mentindo. Isso não me cheira bem!",,1
@sfcdpi quase 2h de atraso para fazer 1 exame... excelente serviço! #sqn,,,1
"@__carolindaa @escolasempartid Sabe tudo, hein? #SQN Nem leu o projeto e sai dando pitaco.","@escolasempartid ""Escola sem partido"" só o partido que vocês não querem",,1
@correio Kkkkkkkk uai pensei que era tudo original! #sqn,PCDF apreende quase 4 toneladas de roupas falsificadas na Feira do Guará https://t.co/RfSKrhivj7 https://t.co/kTy1TIe02s,,1
"@RenovaMidia Falou a honestidade em pessoa #sqn
#DetonaTudoMoro","""Aquele que combate a corrupção não pode cometer crimes, os fins não justificam os meios"", afirmou o ministro Gilmar Mendes, do Supremo Tribunal Federal (STF).

https://t.co/WissgOdX6I",,1
Idéias legal para aquela macarronada do almoço ou jantar… #sqn https://t.co/cWnvwFqHqg https://t.co/RjSsOVezb6,,,1
"@SenadoFederal parabensss @davialcolumbre  estamos todos felizes, #sqn https://t.co/swUIU52GDg",,"[19/6 13:26] Stive: Enquanto isso lá no RJ
[19/6 13:26] Stive: Sensacional https://t.co/407689Lapc",1
"@micheli_nunes @carolmoreira3 @maburini AY MEW DEWS! AGORA EU TENHO CHANCE!!!!
#sqn kkkk","@maburini nesse vídeo aqui ele fala que os produtores do programa simplesmente deduziram que ele era gay, mas que ele acha isso desrespeitoso com as mulheres com quem ele teve relacionamentos! ele não usa a palavra ""bissexual"", mas basicamente se define assim

https://t.co/e3uNKI56Gb",,1
"@Edgard_Piccoli @UOLNoticias @UOL Seus seguidores são míticos, Edgard. Parabéns por fazer parte da óoootima Jovem Pan #SQN","Os brutos deveriam se debruçar sobre esse minuto d leitura. Mas, ñ me iludo. P outros tais, o malabarismo retórico p criar o espantalho, é mais sedutor q o óbvio. Diálogo de Moro é ilegal, imoral e vetado no mundo todo, dizem juristas https://t.co/W44IbliISt via @UOLNoticias @UOL",,1
@portalne10 Afinal todo mundo tem arquivadas as mensagens do Telegram de três anos atrás. #SQN #DetonaTudoMoro,Glenn: Todos sabemos o porquê de Moro não ter as mensagens https://t.co/m83qOl3XMC https://t.co/ewG3Td4UL9,,1
"@SenadorKajuru lambendo as botas do @SF_Moro pra nso dizer lambendo o saco. Se dizendo jornalista que sabe de tudo #sqn
#RenunciaMoro #MoroJuizFake
@TheInterceptBr eu acredito! !!
#CadeOQueiroz #QuemMandouMatarMarielle",,,1
"@SicastroS Oxi, ""dono "" do Pernambuco. #SQN","NAo tem moral esse lixo para abrir essa boca suja , sujeito repugnante https://t.co/MtysZk6snj",,1
A mamata vai acabar. Vai sim 🤔 #sqn) https://t.co/B1XDafCyE9,,"Rogéria Bolsonaro, mãe de Flávio, ganhará cargo na Alerj. O deputado Anderson Moraes, do PSL, chamou a ex-mulher de Jair Bolsonaro para assessorá-lo, com um salário de R$ 7,3 mil. https://t.co/KdnmhKc9Dp",1
@fevihel @taliriapetrone @Flordelismk Tendo a mãe como cúmplice! Família cristã 😥#sqn,@taliriapetrone @Flordelismk Foram os filhos deles. Narrativa abortada.,,1
Chocada que o Alvaro Dias está passando um belo pano pro Moro no senado #sqn,,,1
@FernandoHoliday Ainda bem que vcs se uniram à população para se levantar contra esses desmandes... #sqn,"Derrubado o decreto das Armas.

Infelizmente a maioria dos senadores não conseguiu compreender que se posicionaram contra um direito fundamental do cidadão: a legítima defesa.",,1
"@BolsonaroSP 🤔🤔🤔 #SQN né 🤣🤣🤣. Me segue e pede pro @CarlosBolsonaro me seguir também, please 😊😘💋... I❤U família Bolsonaro!!!","Esclareço que todas as pessoas nestas imagens, anjos do céu, realizaram:
-Exame psicológico
-Prova de tiro
-Certidão negativa em todas as justiças
-Mais de 25 anos de idade
-Residência fixa
-Trabalho lícito
-Entraram na PF com pedido p/ comprar suas armas.",,1
"@ContaratoSenado Espírito Santo tá muito feliz com vossa majestade!!!!🤬
#sqn","A posse e o porte ilegal de armas de fogo de uso restrito são, tratados na lei, como crime hediondo. Se aprovarmos esse decreto do governo, vamos retroagir. Não sou a favor da bandidagem. Precisamos respeitar a nossa Constituição.",,1
E esse trânsito de VR é uma maravilha #sqn 😫,,,1
"Festinha de São João da escola de Juninho , da sala dele, só eu de pai, mais de 12 mães e eu aqui , altos papos #Sqn 😂",,,1
"Um absurdo colocarem nosso ministro numa situação dessas. Ser acusado por pessoas tão honradas não é??? Quanta moral #SQN, #SenadoVergonhaDoBrasil #DetonaTudoMoro #MoroOrgulhoDoBrasil #Dia30VaiSerMaior 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",,,1
"@claudioedantas Moro, o grande vilão do Brasil. #sqn",Canalhas! https://t.co/CCrN6rRBii,,1
"Adoro esperar #sqn. O combinado era 13:30h, agora são 14:05h e a pessoa acabou de tomar banho ainda.",,,1
Isso que é amor cristão pelo pecador... #SQN https://t.co/5ZizXWfFww,,,1
@jandira_feghali Nossa! Uma verdadeira bomba atômica! #SQN,"Parabéns, senador!!! #RatoMoroTaMelindrado #RenunciaMoro https://t.co/tAeZkJ1FBU",,1
"Simples né? #SQN
Q povo chaaaato!!! https://t.co/jkgVRHI6L7",,Sinceramente não sei o porque desse fuzuê se o presidente demite X ou Y e contrata Z. Quem foi eleito por 60 milhões de votos é ele. E portanto a procuração do povo brasileiro foi passada a ele. O técnico do time é ele. Ele troca a escalação quando quiser.,1
@Pragmatismo_ Pessoas de bem...#SQN,Polícia identifica proprietário da Mercedes-Benz que arrastou idosa que vendia balões nos arredores de uma festa junina de uma escola particular de elite. Empresário mora em condomínio de luxo e está foragido https://t.co/6vN0r1LP3Y,,1
@Marcelodedois Verdadeiro  só   tem  o  Lula  #sqn,Mentiroso Moro diz que não usa desde 2017 ... https://t.co/nN8ahTUo4d,,1
@Roselen13944992 Pensava que era só os ptstas que defendem bandidos kkk #sqn,"Herói da dignidade.
#DetonaTudoMoro https://t.co/NGflpz4AR7",,1
a ONU realmente parece preocupada com a fome e as guerras no mundo..#SQN https://t.co/5H2TbRcdPA,,,1
"@HeidyTwitta @Ivonete43808631 @powercouple MAS OU MAIS tanto faz oque importa é Deus na minha vida, se sua vida não tem Deus e sim esses argumentos de ""INTELIGENTE"" #sqn então que pena kkkkkk","@mandinha22222 @Ivonete43808631 @powercouple Gente a pessoa não sabe diferenciar o MAS DO MAIS...

QUE PREGUIÇA!",,1
"Aquela velha cara de preocupação... #SQN

#Boatarde #Bear #Urso #Ursinho #Tosado #Beard #beardstyles #Barbudinho #Barbudo #cama #ursoslindosdobrasil #Goodvibes #goodafternoon #LittleBear em Natal, Rio Grande do Norte https://t.co/hTYqxMoIAq",,,1
"Como eu soltei pombas brancas e ""abracei"" a Lagoa, com certeza as armas nas mãos desses vagabundos não me farão mal algum!!! #SQN https://t.co/bIkuVGABnz",,,1
"@Fasalles Homem honesto, comprometido com o Brasil. Trabalha pela prosperidade do povo.
#sqn
Isso é o que eu gostaria que ele fosse, mas é tudo ao contrário 😰","O que vcs acham do Renan Canalheiro? Deixem aqui o seu apreço.
#DetonaTudoMoro https://t.co/gjxT0NrBUp",,1
"@ludj @pablovillaca @TheInterceptBr Se o Ratinho, Dallagnol e o Moro disseram então deve ser verdade kkkk #sqn","Moro no Senado disse que o @TheInterceptBr é sensacionalista. Credibilidade mesmo quem tem é o Ratinho, né?",,1
"Agora com vcs o”CRIMINOSO MOR” o Sr.Excelentíssimo #SQN ,senador RENAN CALHEIROS  na CCJ esse país é uma piada  Ñ é mesmo @SenadoFederal um criminoso interrogando um ex juiz e agora MINISTRO DA JUSTIÇA COM LOUVOR . #DetonaTudoMoro",,,1
@DZlia3 @senna70 Cobrei isso do Senador Randolfe e olhe o que ganhei.... Super coerente e democrático.... #sqn https://t.co/nuaOxe13uj,"Eu gostaria, de todo coração,  que já encerrada a votação sobre o decreto das armas no Senado, fossem suspensos os direitos de segurança particular e carro blindado para os 47 senadores que votaram contra.
Daria- me por satisfeita.",,1
Renan Calheiros sempre defendeu a Lava Jato. #sqn #pqp,,,1
"Maneira a lei dos canudinhos, olha como diminuiu a quantidade de plástico. #sqn https://t.co/xyhJtdtAsI",,,1
Só um choop de vinho🍷🍷 na minha vida rsrs #sqn,,,1
@Klesiapgmailco1 Nenhuma surpresa! Alias os índices de violência no Ceara são baixíssimos...#sqn,OS 3 SANADORES DO CEARÁ VOTARAM PARA DESARMAR O CIDADÃO https://t.co/1ZXrFJGB4i,,1
Carlos Bolsanaro erra ao se referir a Suiça - Esse video foi gravado nos EUA ou Suiça paises altamente armados . #SQN  https://t.co/Vp2Hkfm6gr,,,1
Nunca ouvi tanto na minha vida: “eu sempre defendi a lava jato” 🤣🤣🤣 #sqn,,,1
"@BolsonaroSP E o seu governo esta fazendo muito pela educação, para lutar contra esse tipo de coisa, né? #sqn",,,1
@deltanmd Já entregou seu celular para perícia? Tenho certeza de que isso vai limpar sua barra! #sqn,"Com base nessas falsas acusações, 3 deputados federais protocolaram representação junto à PGR para apuração da conduta de integrantes da força-tarefa Lava Jato, a qual foi processada e arquivada, haja vista a absoluta improcedência da acusação: https://t.co/biTEq3SEtp",,1
"@mah_13_ claro, vencimento de juiz nesse país é uma miséria... #sqn","""Eu compro celular barato e por isso não posso confirmar que os diálogos foram alterados"". 😂
_Moro

#RatoMoroTaMelindrado",,1
"@hayssakmedeiros @thameadanelon @MoniqueCheker @DanAdjuto , peçam aos “bandidos de estimação” de vcs para autorizarem o Telegram a baixar os diálogos deles da nuvem do aplicativo. Está tudo lá. Aí eles poderão provar que os documentos do @TheInterceptBr são falsos. #sqn. https://t.co/BMZYUf71z2",,Força-tarefa repudia ataque infundado à imparcialidade da operação Lava Jato https://t.co/kLJM8HdITu,1
"@goneevee Prédio não desmorona, né? #sqn Qual o problema em assistir de perto o incêndio?",Tem um prédio pegando fogo aqui no centro e as pessoas td la embaixo observando como se estivesse td ok,,1
"A internet e seus absurdos!!
#top #sqn https://t.co/RQbjo1dO7q",,,1
"Coringa, Pinguim, Charada, Máscara Negra, Duas Caras, Espantalho, Chapeleiro e Hugo, unidos contra  BATMAN
#SQN",,,1
@3xnxmm Que nível de debate #sqn,Dois ridículos que até parece que não tem o que fazer https://t.co/Jy4YKrfKqj,,1
"@CorreiosBR #sqn No bairro Nova Cidade Jardim em Jundiaí (CEP 13203-552), chega gás encanado, chega transporte coletivo, chega tv a cabo, chega internet banda larga, SÓ O SERVIÇO DOS @CorreiosBR NÃO CHEGA!!

MORO HÁ 5 ANOS NO BAIRRO E NUNCA RECEBI CORRESPONDÊNCIAS E SEDEX!!
#privatizeJá","📍 | Estamos onde ninguém quer estar. Chegamos onde ninguém chega. De Brasil, a gente entende. 🇧🇷 https://t.co/Uoeeg6giLP",,1
"@CorreiosBR #sqn Matéria veiculada pela TV Tem, emissora afiliada da @RedeGlobo na região de Jundiaí e Sorocaba, aborda os problemas enfrentados pelos moradores do Nova Cidade Jardim pela ausência de atendimento dos @CorreiosBR, há cerca de SEIS ANOS.
https://t.co/BuDmC3zsYp","📍 | Estamos onde ninguém quer estar. Chegamos onde ninguém chega. De Brasil, a gente entende. 🇧🇷 https://t.co/Uoeeg6giLP",,1
O jornalismo sobrevive. #sqn https://t.co/Srnq7S02pv,,O antes e o depois das olheiras de Sergio Moro. https://t.co/ByRnY2GfJW,1
Veja o nível de desrespeito que chegou nos dias de hoje...só o diálogo resolve!!!! #sqn https://t.co/3neqBqKtDO,,Isso é  culpa desses pais  frouxo dessa geração que acha que tudo se resolve só com conversa. Na minha infância e  adolescência quando fazia coisa errada ou desrespeitava um adulto eu apanhava mesmo e nem por isso cresci revoltado e nem virei bandido. 😒😒 https://t.co/H77g35Xnsj,1
"@BolsonaroSP Careca, quem decide é o Senado. Democracia é assim. Depois o Bozo acha uma meneira de cumprir sua promessa de campanha... Com a Taurus #sqn
#VazaJato #MoroJuizFake",Será que os senadores votariam a favor de uma lei que desarma seus próprios seguranças?,,1
"É tanto lambedor de bolas no senado, que o Moro deve acreditar que está bem na fita 😂😂😂😂😂😂

#sqn então #RenunciaMoro

#MoroJuizFake #RatoMoroTaMelindrado
#VazaJato",,,1
"@Estadao @Emais_Estadao Olha... A Rainha Elizabeth, do alto dos seus 90 anos de idade (ou mais) vai ficar maravilhada!
#IronicModeOn #SQN
PS - principalmente com a voz de taquara rachada...","Pabllo Vittar se apresenta na ONU em evento que homenageia rainha Elizabeth: 'Vai ter viado na ONU, sim!' https://t.co/qs2zhtplIn -via @Emais_Estadao https://t.co/jCdYPSg9Ai",,1
@ARubroNegra @marconovanta A gente né? Santinha #SQN Kkkkkkkkkkkk,@CamiilleeLiimaa @marconovanta Vcs são muito mente suja,,1
No Carnaval 2019 o mundo ia se acabar. #sqn Redução da mortalidade é número de acidentes. Imprensa calou https://t.co/6cwsDSjzrg,,Lombadas eletrônicas são desligadas em três rodovias devido ao feriado de São João https://t.co/htAGrsUuUe,1
Eu sou advogado e nunca recebi uma mensagem de um Juiz 👨‍⚖️!! Estou tentando entender o motivo. Estou ficando decepcionado comigo mesmo. #SQN.,,,1
"Os políticos que votaram contra a flexibilização do porte de armas (direito a exercer a legítima defesa do cidadão) não são aqueles que vivem diuturnamente guardados por seguranças ARMADOS? Ah, tá... Ainda bem que eles são pelo Brasil! #SQN",,,1
Isto porque nesse governo não tem ideologia. #sqn É uma vergonha o que eles estão fazendo! https://t.co/cU7FtTq8R1,,"A mulher do Roberto Alvim, o diretor de teatro que apoia Bozo e é seguidor de Olavo, que vai ganhar um carguinho no governo do fascista, já tá  encarregada de começar a panelinha dos terraplanistas do teatro, galera!
@cynaramenezes
Hahahahahhahahaha https://t.co/Xe1K8DOA3n",1
"@KawauchiYuri @gvnprcn @_thaism2 Quero moral não, cara. É possível ser gente boa com uma mulher sem querer pegar a pessoa, tenta qualquer dia desses. Pelo jeito quem precisa de ajuda aqui é você, deve ser uma pessoa incrível de ter por perto #sqn",@rafaelfollador @gvnprcn @_thaism2 Aí aí aí só risadas com vc fera conseguiu alguma mora lá com a gp? Já bateu uma por ela e matou algumas mulheres por isso continue pede desculpa por ser omem kkk,,1
@PauloVic_Xavier Vc reclamando?! Novidade isso kkkk #sqn,"Decidi que vou começar a usar essa merda pra reclamar.
Obrigado.",,1
Você vê que cresceu quando troca a palavra empatia por ocitocina. #sqn,,,1
#partiu #ferias #sqn #CONPEDI — viajando para Goiânia de Aeroporto Internacional de Porto Alegre https://t.co/QniMRcbTRN,,,1
"@farquardi Sou contra! Quem não vê q isso é mais um compromisso do @jairbolsonaro c/ suas corporações?! É mais uma forma do estado sucatear a segurança pública. Ruim ao pobre q não tem condições d se armar @ghiraldelli
#DecepcaoPraMimEIsso #ArmaLegalSim #sqn  #AposentadoriaSimArmasNão",#kajurumerepresenta #libera_as_armas #SenadoNaoAbuse https://t.co/mdIXbgJDbY,,1
"Agora vai!!! #SQN
O que acontece Titeee?! https://t.co/nbFWB0oXic",,"""Vai mudar de novo a Seleção"". Quem aí teve a mesma reação do Galvão? #Ahn https://t.co/NCtda5FHp8",1
@Finada__mah @davialcolumbre @SenadoFederal Por certo o senador acredita que esses tiros são tudo de pessoas do bem que ficaram felizes por derrubarem o decreto #sqn dê  o exemplo e dispense os seguranças armados e carros blindados senador.,@davialcolumbre @SenadoFederal Os traficantes aqui perto da minha casa ja ate soltaram uma rajada de tiros comemorando e isso é verdade viu .,,1
"@marcelvanhattem Se é trabalhadora não é atendida pelos direitos humanos, já q eles só atendem as supostas ""vítimas das sociedade"" q roubam e matam, esses sim são coitados q não podem se defender sozinhos dos fascistas opressores #sqn. Já a esquerda não atende pq ela não estava na greve com eles.","Onde estãp os direitos humanos? A esquerda hipócrita que diz defender os mais pobres? Morre uma mãe de oito filhos, trabalhadora de verdade, vítima da greve feita por criminosos! Revolta infinita!!!! Toda solidariedade à família e aos amigos da d. Edi. https://t.co/6zrFCCz7eN",,1
#DePlacaNoSpace com aquela empolgação igual da seleção #sqn,,,1
@BolsonaroSP Vamos continuar cortando da educação que essa realidade muda #sqn,,,1
"Isso se resolveria facilmente com uma boa conversa, um olho no olho, vê-se claramente que ""menina"" está sobre estresse excessivo... #SQN

Isso se resolveria com uma boa surra... mas não hoje, quando ela fez a 1° vez, agora já foi, pra essa daí só a misericórdia de Deus!! https://t.co/oSHL29077p",,Se eu SONHASSE em fazer isso com a mamãe ela me merendava na bicuda no sonho mesmo https://t.co/COw40Zucjp,1
@hfloret Quiosque é Pika... #sqn,"Bom dia! Incrível a decepção que se mostrou Bruno César. Não é só o fato de jogar mal, o cara simplesmente não consegue jogar. É como colocar um jogador de master para jogar profissional. E ele nem é tão velho assim. Um dos maiores erros do Vasco 2019 foi a contratação dele.",,1
"@SenadorRogerio @PTnoSenado Ei Senador, se informe melhor, talokey?
E quanto ao estatuto do desarmamento, quando vier um vagabundo violentar tua filha, vc pede pra ela mostrar para o vagabundo que instantaneamente ele recuará! #SQN
Acorda porra! https://t.co/ZnqHvCHIcS","Não é distribuindo armas que vamos deter a violência. A vontade do povo veio através do Estatuto do Desarmamento que é LEI! E precisa ser respeitado. A alucinação do presidente não pode criar um clima de guerra no Brasil. @PTnoSenado
#ArmasNÃO https://t.co/RzSZnhAF9r",,1
"@jandira_feghali Linda! Ti amo!! 😍😍😍
#sqn
#AbusoDeAutoridadeNao","INTERCEPT COMPROVA: LAVA-JATO NUNCA FOI CONTRA A CORRUPÇÃO, MAS SIM CONTRA A ESQUERDA. #VazaJato",,1
Que bonito! A familia inteira trabalhando em prol de um Brasil melhor. Bonito isso...#sqn https://t.co/n1UksV9PJg,,"Rogéria Bolsonaro, mãe de Flávio, ganhará cargo na Alerj. O deputado Anderson Moraes, do PSL, chamou a ex-mulher de Jair Bolsonaro para assessorá-lo, com um salário de R$ 7,3 mil. https://t.co/KdnmhKc9Dp",1
"Pronto, derrubaram o decreto de porte e posse de armas, #SQN! https://t.co/lvKgxPaHfc",,,1
"Queria poder dizer que tem uma sexta na minha quarta, mas #Sqn trabalharei todo o feriado! 😫😫😫",,,1
@jairbolsonaro @monicabergamo Faz sinalzinho de pinto pequeno lá e da aquela risadinha idiota... mostra que tu é intenso. #sqn,"- Aproveito para anunciar que na próxima semana, irei à Osaka, no Japão, onde participarei da reunião do G20 e de reunião privada com o Primeiro-Ministro japonês, Shinzo Abe.",,1
